,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21
X21,0.1460513180780938,-0.003087023792744292,-0.26452626914263067,-0.2717140000032116,-0.18760710149113868,-0.346179355310351,-0.308349448763335,-0.2854037199738037,-0.2806338676658084,-0.11263296635794702,-0.00829622450402111,0.0802161189896283,0.0762182082005034,0.2367655152238648,0.5287356435792894,0.6739349737062804,0.6678709589374323,0.4506481839879159,0.7917541379600953,0.9608263289054861,1.0,-0.2787741885987968,-0.28974796173181183,-0.17915717080553428,0.05725510405397056,0.12613427938311425,-0.20020212889553154,-0.028510438214630757,-0.13774430197491483,-0.11847083902683336,-0.12853485040814663,0.04367788506376245,-0.09093816699729587,-0.07423330909985239,-0.04280351233085875,0.12286612727453183,0.03874851357078846,0.03387819241722611,0.012343839447355287,0.19036470810455436,0.23976462482682864,0.2894436239472196
Y1,-0.3992627890171864,-0.12575869115328625,0.30081945101411856,0.28237998764826966,0.12952876952854314,0.4388479033931341,0.6381862690639026,0.6133363999018279,0.5617344422558285,0.16727357567626608,0.35246077586717395,0.21441581147548985,0.15869444698663543,-0.23396514087798068,-0.18412895605249843,-0.2053742679216653,-0.1774840329737677,-0.4699138889816549,-0.46578117575924294,-0.362926955210897,-0.2787741885987968,1.0,0.9072877131615616,0.5378374729447432,-0.023648851818771133,-0.32629784867193495,0.44014463804450193,-0.3830263483676024,-0.6071187769891222,-0.5467004565792163,0.3255199422352123,-0.5654659383112501,-0.5228209867515684,-0.4227490386385709,0.22268951775073334,-0.4348889039153667,-0.3019746761840385,-0.17700092945227763,0.2129238370338666,-0.2833587265333325,-0.22984948384601833,-0.1450413551106722
Y2,-0.529215255680849,-0.2993449444110939,0.1717370159886019,0.2905159081456368,0.1848925180624772,0.3353638500344456,0.6101493548288042,0.6039756159910123,0.5618249567392855,0.056610159435620054,0.347555911669741,0.22674472449881053,0.1910911442705178,-0.3287731964799223,-0.21737360367007624,-0.30131973544176416,-0.29820497389354705,-0.5326554902414403,-0.490931493195743,-0.3878762104339114,-0.28974796173181183,0.9072877131615616,1.0,0.8164273834375858,0.3005516009725926,-0.06380052271646106,0.6070966866668724,-0.16110774626553231,-0.4982610424214288,-0.514735180900292,0.38086503568108476,-0.45951046905070564,-0.4888878566352264,-0.4208030584934785,0.16897405667203436,-0.430883039026989,-0.33980800857710786,-0.23349429216001039,0.08465794645153832,-0.34637097722508176,-0.2933588493090175,-0.2040266301618498
Y3,-0.4873106133611972,-0.4170552580617733,-0.0946814439996443,0.15786071714578714,0.16097711388362781,0.06676072173076816,0.3352111097875819,0.356811224333034,0.3466828986201947,-0.108336824472631,0.17466227486231548,0.09173730958730217,0.09601363910494305,-0.3109012031077104,-0.2228477564509522,-0.3621405776336902,-0.36909792486801474,-0.38178398401049435,-0.35045717351381955,-0.28394647430214903,-0.17915717080553428,0.5378374729447432,0.8164273834375858,1.0,0.7718377371435601,0.446211921826629,0.7041686146133901,0.24678583949102556,-0.28181748073964813,-0.4361490943934001,0.4394129964602442,-0.10933164826204282,-0.3534308659029832,-0.3856478030337824,0.17881254879556877,-0.19946760193697008,-0.2800287212833687,-0.265170908189144,0.03255866696755377,-0.20775198212869134,-0.22110099065676445,-0.17453476668609905
Y4,-0.14084876410650973,-0.2755639906903645,-0.31900346827263093,-0.1286386088192544,-0.017555758808975492,-0.23481290117588866,-0.13548300680891637,-0.09963628009423804,-0.0749801979261816,-0.22272498993810294,-0.14785307297939457,-0.15808471509091981,-0.1171782532915818,-0.13111890493966058,-0.177985970748678,-0.27156190483360726,-0.26400394586880727,-0.01598504686485276,-0.04390037301753723,-0.023320694689015365,0.05725510405397056,-0.023648851818771133,0.3005516009725926,0.7718377371435601,1.0,0.8919289870274993,0.4993718022831266,0.5351425289238662,-0.05219785098281382,-0.29102556351819797,0.3648147396469316,0.32372752498807456,-0.10449645097677611,-0.23905695718974743,0.22427562331497655,0.20105152011379612,-0.07139962427125285,-0.17656860935447632,0.11410726315820868,0.15582842460106283,0.057262292410378786,0.028344602109127735
Y5,0.14889458898313224,-0.06921103105866246,-0.32816741520336307,-0.2936639243743159,-0.18389268590942112,-0.30747826786131466,-0.3840261234337448,-0.36645305713850973,-0.3344374561682947,-0.18706235008765779,-0.3265156872269094,-0.3014800905393573,-0.25555816526013353,0.047764067479260285,-0.1444321613123034,-0.18885487326624129,-0.17480702728202333,0.22795903983184637,0.11366876332032502,0.0855232564418772,0.12613427938311425,-0.32629784867193495,-0.06380052271646106,0.446211921826629,0.8919289870274993,1.0,0.27206640365539664,0.5703091608961178,0.0697667770278058,-0.17341724303188244,0.2729763273276816,0.5241285488788372,0.07370266930815195,-0.10695276846068894,0.2574399146437009,0.42181731543531764,0.08085758993075198,-0.0853287234014894,0.20163626338719023,0.3763792283593492,0.22916698268440264,0.1485800945982952
Y6,-0.3760871874580559,-0.33870381972565194,-0.1329812252340044,0.004767391250470331,0.04191586684685398,0.16031109340562533,0.32184870513097846,0.30643617197016043,0.28771596868680027,0.05685885555792893,0.15738620681304838,-0.008489169142591773,-0.0402708348106779,-0.11164177260360153,-0.15142322125090363,-0.32599007022592225,-0.3370725174450847,-0.21222161262004013,-0.2655521393565098,-0.2641563186323877,-0.20020212889553154,0.44014463804450193,0.6070966866668724,0.7041686146133901,0.4993718022831266,0.27206640365539664,1.0,0.558287581834643,-0.10003808835258306,-0.35728537153912704,0.879828979711394,0.12832481454021022,-0.32746389452105146,-0.42789674865497174,0.6021970911522099,0.02469057899867207,-0.18986506842557566,-0.2290594052800224,0.3701912302745917,0.011408872090413559,-0.09969346708847455,-0.10354325594208497
Y7,-0.0021432947886894913,-0.18022717188386164,-0.338999533745507,-0.21353881909595804,-0.06709606604098486,-0.18242554168665828,-0.20002994317863584,-0.21090263643317747,-0.19385977231689383,-0.06794113516154864,-0.10137586445033961,-0.1902500655083884,-0.20722616465686047,0.08665100581700819,0.033112801796542475,-0.14998389001459725,-0.21342773583831692,0.17285079434794523,0.11216100879282187,0.0015381988617004414,-0.028510438214630757,-0.3830263483676024,-0.16110774626553231,0.24678583949102556,0.5351425289238662,0.5703091608961178,0.558287581834643,1.0,0.5630578991057741,0.2089360715300455,0.5335309165076906,0.6898285230190049,0.14482723119126503,-0.09560103609390312,0.3864403084538019,0.4769965635104437,0.11461782389778498,-0.08332454206593443,0.2104757355776968,0.3211089746221269,0.12662835848289836,0.0022998674443030134
Y8,0.060442234219871695,-0.018095323203888826,-0.08187086548511191,0.03072880655330625,0.08784122176545459,-0.1507370417372356,-0.17820404920609687,-0.1641399803129261,-0.14037053143254458,-0.052246211530311906,0.025656686473174064,0.05232912566369653,0.03955191800111889,0.06104173573523222,0.17354364452935092,0.06704566055846725,-0.027939595015794395,0.1040829196643927,0.11665298542993341,-0.027120109584746598,-0.13774430197491483,-0.6071187769891222,-0.4982610424214288,-0.28181748073964813,-0.05219785098281382,0.0697667770278058,-0.10003808835258306,0.5630578991057741,1.0,0.9120482758098422,-0.17078982942256807,0.34885395197859936,0.38475334911273795,0.301945668145685,-0.26812539950479924,0.10124219616202501,0.040145081333365674,-0.04109729552474552,-0.35583088127668555,-0.10352431347311153,-0.19641113698706483,-0.2915045829195024
Y9,0.05361518447353819,0.034611040471584524,0.02855516081866181,0.1265920559135695,0.13938617183966076,-0.11550821567980575,-0.12036721847353776,-0.08760304465676892,-0.06241900215109358,-0.03714441340342106,0.08553585211816656,0.1744873992314247,0.18093224122072404,0.03999201041379207,0.21191351008060325,0.17250679725819018,0.1002003229868562,0.057909839308525765,0.10878022166777146,-0.009179033449378853,-0.11847083902683336,-0.5467004565792163,-0.514735180900292,-0.4361490943934001,-0.29102556351819797,-0.17341724303188244,-0.35728537153912704,0.2089360715300455,0.9120482758098422,1.0,-0.4374363254158103,0.07685638008813263,0.35752110673156495,0.395154265133944,-0.49875343769757824,-0.1254223363264529,-0.05456661852794798,-0.04523417387066876,-0.5287160933519208,-0.2923695162017468,-0.3239200682443434,-0.37033571060852616
Y10,-0.07750424148880462,-0.10891397547489515,-0.09997077284120974,-0.09195432753578212,-0.040545289777692214,0.13630695656176384,0.09155945941722375,0.04116751123261086,0.02157429231381871,0.12460275041671309,-0.06559425449616137,-0.21071253109562985,-0.2348510505670928,0.07706609462848847,-0.17826253476612489,-0.26629970602872205,-0.23359085600262533,0.033427925046257134,-0.149709957792612,-0.17436370026686793,-0.12853485040814663,0.3255199422352123,0.38086503568108476,0.4394129964602442,0.3648147396469316,0.2729763273276816,0.879828979711394,0.5335309165076906,-0.17078982942256807,-0.4374363254158103,1.0,0.35950383153473336,-0.16511383833552365,-0.3209022418817003,0.8988617545284358,0.3528569059513139,0.0659842219016173,-0.041941298247594044,0.7272023595709246,0.3773086037327119,0.19333308877513145,0.12092407660029568
Y11,0.3403436119612708,0.05364200385163891,-0.3408696801966286,-0.28948178007399245,-0.0866038230111056,-0.2682366609919786,-0.5279603112332566,-0.6000501284190785,-0.5923357044445724,-0.04719117577887821,-0.396839929776059,-0.42368959482034824,-0.4023248876701194,0.25991463937030956,0.0017722463238440524,-0.09729121289440355,-0.12598916993897127,0.4333099326147502,0.25487506442044533,0.10713222332298046,0.04367788506376245,-0.5654659383112501,-0.45951046905070564,-0.10933164826204282,0.32372752498807456,0.5241285488788372,0.12832481454021022,0.6898285230190049,0.34885395197859936,0.07685638008813263,0.35950383153473336,1.0,0.6593886271841495,0.3904101655799669,0.46388530523971283,0.8833863439276122,0.6178670948039863,0.3629358019267357,0.40472954113893667,0.7161513077772351,0.549035239417728,0.3641853037836795
Y12,0.22035473507234665,0.040921955868940124,-0.1704056558455195,-0.02244603541747882,0.14106284609053005,-0.22070719679639325,-0.4167550518733968,-0.47763009678096296,-0.47691392788263587,-0.08758313592860235,-0.29155847791492,-0.22158230622992703,-0.17043264236195557,0.1046813152327819,0.013144755211069505,-0.027988177567752532,-0.06790107643407056,0.22109346768919252,0.13068269664506518,0.0052014734020631925,-0.09093816699729587,-0.5228209867515684,-0.4888878566352264,-0.3534308659029832,-0.10449645097677611,0.07370266930815195,-0.32746389452105146,0.14482723119126503,0.38475334911273795,0.35752110673156495,-0.16511383833552365,0.6593886271841495,1.0,0.9331992205448219,-0.06060111172240481,0.5143597562716649,0.6741723798690462,0.5915781270886339,-0.07241891254220036,0.3020003009131239,0.3385006902439702,0.24735100222742776
Y13,0.11080829022124151,-0.0008666930718903659,-0.10754660979914209,0.078713246450639,0.21602421622649362,-0.20826027609419095,-0.3230005717852174,-0.3500178630143,-0.34263678095728545,-0.12368919059196715,-0.21016382550755894,-0.09541991001338077,-0.026796701341763148,0.009613415455124088,0.02829642577467446,0.03466499896154157,0.01387098959636879,0.10352212689890077,0.08592169884429275,0.004926053169301525,-0.07423330909985239,-0.4227490386385709,-0.4208030584934785,-0.3856478030337824,-0.23905695718974743,-0.10695276846068894,-0.42789674865497174,-0.09560103609390312,0.301945668145685,0.395154265133944,-0.3209022418817003,0.3904101655799669,0.9331992205448219,1.0,-0.2470410174307187,0.2565522640284122,0.545016286787693,0.5770817554618664,-0.24894628649335276,0.06715918770363959,0.1718892472035396,0.15396875891409165
