Open,High,Low,Close,Volume,MA 20,MA 20 close,STD 10 high,PP 10 vol,SMA_20,SMA_50,RSI,MACD,MACD_Signal,Close_Predictions,Command
6868.57,6933.0,6605.0,6621.24,61571.384994,6763.463624999999,6761.115499999998,212.19128160459368,72581.707626,6761.1155,0.0,49.4989090640139,249.1007816261945,332.7909783982516,7101.94,buy
6621.25,7190.0,6468.27,7101.94,125009.857539,6778.232249999998,6798.257,204.5054544138126,79539.564333,6798.257000000001,0.0,56.17475860575013,251.4218964325219,316.5171620051057,7027.55,buy
7101.99,7148.12,6972.98,7027.55,54126.509763,6819.1182499999995,6837.801999999999,179.83915701537305,79539.564333,6837.801999999999,0.0,55.85212247877123,244.4409818627491,302.1019259766343,7248.6,buy
7026.78,7293.08,7014.4,7248.6,49488.542819,6873.2711249999975,6906.161,163.0571076770344,79539.564333,6906.161,0.0,57.51543926582406,253.8195703694773,292.445454855203,7120.74,buy
7248.6,7266.15,7055.6,7120.74,45664.86393,6922.764249999998,6942.478999999999,149.46342505442587,79539.564333,6942.478999999999,0.0,56.56771183305524,248.0752785115637,283.5714195864751,6826.83,buy
7121.4,7220.0,6751.0,6826.83,90149.49137,6951.135625,6963.2985,141.72456175271802,79539.564333,6963.2985,0.0,39.45703974750714,217.3018842808724,270.3175125253546,6841.37,buy
6828.98,6940.0,6762.0,6841.37,60109.710808,6969.726124999999,6973.2210000000005,142.21818921642893,79344.993609,6973.221,0.0,42.15198190292666,191.8751864160195,254.6290473034876,7125.14,buy
6841.36,7156.38,6818.0,7125.14,61486.377334,6979.1565,6989.773500000001,141.3046258124623,79344.993609,6989.7735,0.0,45.05482538804984,192.4042956510657,242.1840969730032,7482.39,buy
7125.12,7738.0,7020.0,7482.39,102773.569561,7006.4996249999995,7027.188000000002,222.23110547580868,79344.993609,7027.188,0.0,53.72784570449441,219.1247738762331,237.5722323536492,7505.0,buy
7483.96,7615.96,7388.0,7505.0,60182.119939,7041.0313750000005,7059.588500000001,243.80742845327742,79344.993609,7059.588500000001,0.0,64.26174792943296,239.3661197919473,237.9310098413088,7538.67,buy
7505.0,7705.0,7431.07,7538.67,43874.427726,7078.237500000001,7097.883000000002,253.22947808065317,81135.429813,7097.883,0.0,64.5086897809579,255.1828310388246,241.381374080812,7693.1,buy
7539.03,7700.0,7480.0,7693.1,50522.616209,7105.603875000001,7116.043000000001,271.16919177701584,58899.141834999995,7116.043,0.0,66.38721759241957,276.985977103599,248.5022946853694,7774.62,buy
7693.1,7792.02,7606.0,7774.62,65441.339576,7128.12675,7144.908,284.9715621759477,58899.141834999995,7144.908,0.0,69.32197446316962,297.4146986403484,258.2847754763653,7738.98,buy
7773.51,7780.0,7659.12,7738.98,46302.752638,7150.914375,7163.793000000001,296.6148810983698,58899.141834999995,7163.793000000001,0.0,67.91584321475625,307.1876890336371,268.0653581878196,8778.57,buy
7738.58,8952.89,7710.05,8778.57,183546.887514,7201.6179999999995,7238.544500000001,517.7523976042987,139672.459788,7238.544500000001,0.0,83.48924068514373,394.2741323442351,293.3071130191028,8620.0,buy
8778.58,9460.0,8401.0,8620.0,206277.214124,7290.135375,7326.5985,722.8556876894584,162402.786398,7326.5985,0.0,76.18428315164897,445.3616405523198,323.7180185257462,8826.96,buy
8620.0,9059.18,8613.56,8826.96,91468.815059,7386.131000000001,7424.104999999999,725.6663929389316,162402.786398,7424.105,0.0,79.679814737231,496.8217493700231,358.3387646946016,8972.05,buy
8825.67,9010.0,8753.0,8972.05,59002.08755,7483.919625000002,7527.517999999999,698.2154392628395,162402.786398,7527.517999999999,0.0,79.15754497683906,543.0518431802466,395.2813803917306,8894.16,buy
8972.58,9200.0,8712.0,8894.16,90126.065643,7590.897750000001,7630.330499999999,721.8118713522242,162402.786398,7630.330499999999,0.0,80.51895754171487,566.8699298614156,429.5990902856676,8871.96,buy
8894.15,8950.0,8522.0,8871.96,84418.512331,7688.386375,7730.493499999999,681.6563094470703,162402.786398,7730.4935,6998.9262,88.82573384515496,577.2998276331409,459.1392377551622,9021.83,buy
8871.92,9118.58,8760.0,9021.83,76480.765342,7797.692874999999,7850.522999999998,634.4406298787932,159974.461486,7850.522999999999,7078.783400000001,89.37184459708348,590.8479261422353,485.4809754325769,9142.92,buy
9021.36,9395.0,8906.21,9142.92,105925.30242,7911.2432499999995,7952.571999999998,566.8497594962882,159974.461486,7952.571999999998,7155.389,88.70847689132052,604.388824676229,509.2625452813073,9986.4,buy
9143.4,10067.0,9021.0,9986.4,147154.611378,8035.832750000001,8100.514499999999,543.9082127206759,159974.461486,8100.5145,7247.2562,90.4837661392804,675.3963226766382,542.4893007603735,9800.01,buy
9986.3,10035.96,9705.0,9800.01,100683.7964,8172.637875000002,8228.085000000001,398.2917610609086,147275.126574,8228.085,7320.008999999999,85.23856172018709,708.4634356663973,575.6841277415782,9539.4,buy
9800.02,9914.25,9520.0,9539.4,81950.679567,8298.670125000002,8349.018,412.6692298693954,147275.126574,8349.018,7386.6298,78.71863992214347,705.5076588274205,601.6488339587466,8722.77,buy
9539.1,9574.83,8117.0,8722.77,183865.182028,8399.101,8443.814999999999,415.1847417475742,124863.09447800001,8443.814999999999,7437.345600000001,62.41903930257411,630.0076324284782,607.320593652693,8561.52,buy
8722.77,9168.0,8200.0,8561.52,168807.251832,8490.10025,8529.822499999998,406.59516708391885,124863.09447800001,8529.822499999998,7492.2522,59.31185299839537,550.8123680711469,596.0189485363837,8810.79,buy
8562.04,8978.26,8528.78,8810.79,86522.780066,8576.837625000004,8614.105,410.0747253318593,107384.41668600001,8614.105,7539.121800000001,62.07295067009997,502.3725185823987,577.2896625455868,9309.37,buy
8810.99,9398.0,8792.99,9309.37,92466.274018,8663.660625,8705.454,402.7135403186735,107384.41668600001,8705.454,7590.4148,56.80882941496404,498.4687901387078,561.525488064211,9791.98,buy
9309.35,9939.0,9256.76,9791.98,129565.37747,8767.462750000002,8819.803,386.4368760302255,107384.41668600001,8819.803,7652.7058,63.87970402091939,528.2285608436378,554.8661026200964,9316.42,buy
9791.97,9845.62,9150.0,9316.42,115890.761516,8866.516125000002,8908.6905,364.5298314761083,101914.50246100001,8908.6905,7704.286999999999,55.44992562108621,507.5885115572582,545.4105844075287,9381.27,buy
9315.96,9588.0,9220.0,9381.27,59587.627862,8955.179875000002,8993.098999999998,356.51361381579795,124277.55416600002,8993.099,7764.7302,54.63938797536665,490.806267682663,534.4897210625556,9680.04,buy
9380.81,9888.0,9322.1,9680.04,68647.764323,9047.745,9088.369999999999,339.247668283807,124277.55416600002,9088.369999999999,7833.597999999999,58.48469929780013,495.8980564682897,526.7713881437026,9733.93,buy
9681.11,9950.0,9464.23,9733.93,82006.603583,9146.215750000001,9188.1175,329.8881257699343,124277.55416600002,9188.1175,7910.648200000001,59.24295227167935,498.5350071525481,521.1241119454717,9775.53,buy
9733.93,9897.21,9474.0,9775.53,78539.760454,9217.473000000002,9237.9655,328.4272912472409,124277.55416600002,9237.9655,7978.2712,58.27408893904598,498.2382020515834,516.546929966694,9511.43,buy
9775.13,9842.0,9326.0,9511.43,74923.73809,9257.410250000003,9282.536999999998,334.2621880036687,109219.62397000002,9282.537,8040.291,53.92233038643219,471.2599279462484,507.489529562605,9068.65,buy
9511.43,9578.47,8815.0,9068.65,108928.780969,9280.583375000002,9294.621499999997,295.5911462882473,69977.74960800001,9294.6215,8088.805600000001,39.32076455296738,409.4311385139081,487.8778513528656,9170.0,buy
9067.51,9271.0,8933.52,9170.0,58943.131024,9291.599750000003,9304.518999999998,231.06098337884742,70622.246446,9304.519,8136.3238,42.52098246613721,364.4087976365608,463.1840406096047,9179.15,buy
9170.0,9307.85,9070.0,9179.15,43526.296966,9303.453000000001,9318.768499999998,244.78848413477294,86039.08050400001,9318.7685,8185.2248,45.45183681405114,325.7119915630083,435.6896308002854,8720.34,buy
9179.01,9298.0,8700.0,8720.34,70379.86645,9311.6935,9311.187499999998,260.0664433659213,72364.46455,9311.1875,8222.4918,49.96627407656201,255.0819356186239,399.5680917639531,8900.35,buy
8718.14,8979.66,8642.72,8900.35,62833.910949,9305.050249999998,9305.1135,317.26690017869805,65402.484003,9305.1135,8265.0432,54.67825356982103,211.1978526352032,361.8940439382031,8841.18,buy
8900.35,9017.67,8700.0,8841.18,58299.770138,9292.471625,9290.026499999998,356.00768672038515,65402.484003,9290.026500000002,8295.2688,50.44284411129536,169.6888092420941,323.4529969989813,9204.07,buy
8841.0,9225.0,8811.73,9204.07,68910.355514,9265.771625,9250.91,339.48464855424595,65402.484003,9250.91,8335.4038,48.4023862553633,164.1821933729389,291.5988362737729,9575.89,buy
9204.07,9625.47,9110.0,9575.89,74110.787662,9240.623624999998,9239.703999999998,302.3432536058972,65402.484003,9239.704000000002,8379.696,46.60742601460083,187.6577257447061,270.8106141679595,9427.07,buy
9575.87,9605.26,9330.0,9427.07,57374.362961,9230.180249999998,9234.0875,265.13703663577434,65402.484003,9234.087500000001,8422.5666,51.93578748849723,192.0400063693705,255.0564926082417,9697.72,buy
9426.6,9740.0,9331.23,9697.72,55665.27254,9258.203375,9282.835,248.41091641874345,65402.484003,9282.835000000001,8479.3426,55.16432154735442,214.8752404044299,247.0202421674794,9448.27,buy
9697.72,9700.0,9381.41,9448.27,48333.786403,9302.892249999999,9327.1725,261.20831048992295,30584.490696,9327.1725,8530.7714,46.15573446918052,210.4182272933849,239.6998391926605,10200.77,buy
9448.27,10380.0,9421.67,10200.77,76649.12696,9360.027749999997,9396.671499999999,394.22108983285,33122.82999399999,9396.6715,8596.711,56.28639142495489,264.5568269665746,244.6712367474433,9518.04,buy
10202.71,10228.99,9266.0,9518.04,108970.773151,9396.332625,9407.105,445.6529762999457,60636.986748,9407.105,8650.3136,47.04322004120132,249.4954241240102,245.6360742227567,9666.24,buy
9518.02,9690.0,9365.21,9666.24,46252.644939,9395.612374999999,9400.818,436.26499204611866,62718.128212,9400.818,8706.2644,51.82630894715607,246.6741492573419,245.8436892296738,9789.06,buy
9666.32,9881.63,9450.0,9789.06,57456.100969,9404.149875,9424.449999999999,384.9370751642403,62718.128212,9424.45,8769.620799999999,59.19272554659209,251.4502541423462,246.9650022122083,9621.16,buy
9788.14,9854.75,9581.0,9621.16,47788.05005,9420.897625,9436.4445,308.9220139452674,62718.128212,9436.4445,8820.0052,55.66084137197234,238.9329545036198,245.3585926704906,9666.3,buy
9621.17,9735.0,9531.05,9666.3,32752.950893,9424.42975,9435.7575,246.76829354680066,76217.822258,9435.757500000002,8872.780200000001,56.05770832970646,230.003982370672,242.2876706105269,9746.99,buy
9666.85,9802.0,9372.46,9746.99,57952.848385,9421.417625,9436.4105,236.60080841155207,76217.822258,9436.4105,8922.748,64.09153423612122,226.8240300457637,239.1949424975743,9782.01,buy
9746.99,9800.0,9633.0,9782.01,40664.664125,9422.43425,9436.7345,222.26739252755897,76217.822258,9436.7345,8975.973399999999,62.60306478357826,224.5413434089169,236.2642226798428,9772.43,buy
9782.0,9877.0,9570.0,9772.43,46024.001289,9429.270125000003,9449.784500000002,217.30648858467154,76217.822258,9449.7845,9034.8854,63.50338291461369,219.4298214751052,232.8973424388953,9885.0,buy
9772.44,9992.72,9704.18,9885.0,47130.762982,9459.030000000002,9490.602,208.6177559772897,76217.822258,9490.602,9095.758,60.64655131977649,221.9043860970451,230.6987511705253,9280.4,buy
9885.22,9964.0,9113.0,9280.4,94418.98473,9481.537375000002,9496.122,145.51493706489367,76217.822258,9496.122,9138.8632,45.69340682723782,173.0841232099956,219.1758255784194,9465.13,buy
9278.88,9557.12,9232.51,9465.13,50119.066932,9491.620375,9510.421,123.51855381277716,61666.033836999995,9510.421,9178.518,50.54895603159309,147.5984571507979,204.8603518928951,9473.34,buy
9464.96,9494.73,9351.0,9473.34,27759.784851,9515.203875,9548.071,153.5799384197036,66659.19987899999,9548.071,9217.8848,46.49859244602297,126.6039500428706,189.2090715228902,9342.1,buy
9473.34,9480.99,9245.0,9342.1,30055.506608,9543.960874999999,9570.158500000001,176.53084792466151,66659.19987899999,9570.158500000001,9253.9534,48.27977303438509,98.2431943310421,171.0158960845206,9426.02,buy
9342.1,9495.0,8910.45,9426.02,86107.924707,9565.390499999998,9599.4005,188.92782707690247,66659.19987899999,9599.4005,9288.611799999999,33.97522079963596,81.59812140204849,153.1323411480261,9525.59,buy
9426.05,9589.0,9373.09,9525.59,52052.446927,9588.289624999996,9615.4765,192.79512194036437,66659.19987899999,9615.4765,9323.6312,50.20581292014457,75.57012270950872,137.6198974603227,9465.14,buy
9526.97,9565.0,9236.61,9465.14,48046.411152,9591.768249999997,9609.938999999998,194.0090292847216,66659.19987899999,9609.939,9358.154400000001,44.24257346373193,65.1639115092621,123.1287002701106,9386.32,buy
9465.13,9489.0,9280.0,9386.32,37381.953765,9587.796374999994,9607.901499999998,197.4263828468727,66659.19987899999,9607.9015,9370.3094,38.17168299617022,49.98065303033036,108.4990908221545,9310.23,buy
9386.32,9438.3,9215.79,9310.23,45330.983673,9577.234999999997,9588.527,190.84391052375756,66659.19987899999,9588.526999999998,9384.114,40.34756585932212,31.44550005646306,93.08837266901625,9358.95,buy
9310.23,9395.0,9170.95,9358.95,30329.065384,9564.831624999995,9584.061,149.71847963427902,66659.19987899999,9584.061,9394.7538,40.47986321482341,20.45179900791663,78.56105793679633,9294.69,buy
9358.95,9422.0,9281.54,9294.69,24316.926234,9538.662499999995,9538.757000000001,60.26127068026378,61790.998473,9538.757000000001,9401.2066,35.84598630599962,6.479277684893532,64.14470188641577,9685.69,buy
9294.69,9780.0,9277.09,9685.69,57895.468343,9523.934124999994,9547.139500000003,104.77420816212363,61790.998473,9547.139500000001,9417.0372,47.53500941773812,26.64919086275222,56.64559968168307,9624.89,buy
9685.69,9720.0,9577.03,9624.89,41031.02938,9528.535874999996,9545.072000000004,120.97932455175975,61790.998473,9545.072,9432.0958,46.32066155273368,37.2979924595038,52.77607823724722,9296.49,buy
9624.33,9670.0,9208.0,9296.49,61571.561464,9516.183499999996,9520.4435,125.3703318173802,61790.998473,9520.4435,9437.589,36.75010469153148,19.01887128933049,46.02463684766387,9249.49,buy
9298.33,9340.0,9009.69,9249.49,55831.619156,9491.839249999994,9501.86,140.64565439429694,37254.63523,9501.86,9439.7204,49.07077278275143,0.7315954860387137,36.96602857533884,9162.21,buy
9249.49,9298.0,9045.45,9162.21,50292.298277,9469.359624999994,9476.655499999997,156.840671064619,37254.63523,9476.655499999999,9423.236599999998,40.32674228489681,-20.56688664458488,25.4594455313541,9012.0,buy
9162.21,9196.24,8833.0,9012.0,46290.930113,9439.548999999994,9439.905999999999,181.40777669107797,37254.63523,9439.905999999999,9407.4764,36.49283271654097,-49.00191524670299,10.56717337574268,9116.35,buy
9012.0,9191.0,8948.06,9116.35,30688.176421,9405.866624999997,9406.622999999998,200.1450470134098,37254.63523,9406.623,9399.0154,43.28472755180354,-62.39742865010885,-4.025747029427627,9192.56,buy
9116.16,9238.0,9024.67,9192.56,42120.293261,9375.491124999997,9377.6295,209.6173017286503,37254.63523,9377.6295,9408.4112,43.02338090798249,-66.10197700149365,-16.44099302384083,9138.55,buy
9192.93,9205.0,9064.89,9138.55,31463.162801,9341.079000000002,9340.306999999999,219.83931673838512,37254.63523,9340.306999999999,9419.9518,38.11010076185794,-72.55959206880107,-27.66471283283288,9232.0,buy
9138.08,9292.0,9080.1,9232.0,38488.528699,9322.323500000002,9337.886999999999,222.3397157144895,30883.385043,9337.886999999999,9428.376,42.98024810309529,-69.337386300238,-35.99924752631391,9086.54,buy
9231.99,9261.96,8940.0,9086.54,45725.168076,9309.659125000004,9318.9575,183.01374134200967,30883.385043,9318.9575,9423.919399999999,41.32199346934999,-77.62634319039171,-44.32466665912947,9058.26,buy
9086.54,9125.0,9037.47,9058.26,28943.420177,9291.199625000005,9298.203500000001,142.41298929521847,32628.141287,9298.2035,9409.245,42.49834765366823,-85.49186390842806,-52.55810610898919,9135.46,buy
9057.79,9190.0,9040.04,9135.46,26441.968484,9277.222875000003,9287.871500000001,61.17662560161354,29389.650672,9287.8715,9405.625800000002,43.45720793250224,-84.5216381016653,-58.95081250752442,9069.41,buy
9135.0,9145.24,8893.03,9069.41,34073.653627,9265.586750000002,9270.041000000001,54.92351175953697,23850.329793,9270.041000000001,9399.3886,43.41170965666489,-88.06722599549175,-64.77409520511789,9344.2,buy
9069.41,9375.0,9055.92,9344.2,54463.132277,9252.22175,9260.971500000001,69.57042866045887,28021.163792999996,9260.9715,9392.6718,39.28484019353746,-67.92092333686014,-65.40346083146633,9257.39,buy
9342.47,9379.42,9203.0,9257.39,34587.336678,9244.578750000002,9250.584000000003,83.17628818359233,28021.163792999996,9250.583999999999,9383.141,38.65390552639703,-58.28776970589024,-63.98032260635112,9436.06,buy
9257.4,9470.0,9231.0,9436.06,56140.517781,9241.753875,9253.071000000002,105.71265447428708,29698.549297,9253.071,9376.3516,54.74802179932914,-35.8233015368296,-58.34891839244682,9232.43,buy
9436.06,9440.79,9160.0,9232.43,48044.450645,9240.736875000002,9249.181,116.84603326172454,29698.549297,9249.181,9370.7716,49.47552877520906,-34.05868058913984,-53.49087083178543,9288.34,buy
9232.42,9317.48,9125.0,9288.34,38295.494006,9237.338250000003,9245.6505,113.64226453657125,29698.549297,9245.6505,9375.1654,53.95384412832363,-27.82795271742543,-48.35828720891343,9234.03,buy
9288.34,9299.28,9178.25,9234.03,22561.366,9232.872250000002,9242.617499999998,113.61399104423731,33579.151781,9242.617499999998,9376.446,57.40529507114129,-26.96162230263508,-44.07895422765776,9302.75,buy
9234.02,9345.0,9157.5,9302.75,30872.702286,9220.394750000003,9223.4705,113.53436858061981,33579.151781,9223.4705,9378.918,56.368295182781,-20.49368112520824,-39.36189960716786,9242.62,buy
9303.31,9343.82,9200.89,9242.62,42740.069115,9201.432625000001,9204.357,95.70310507501847,33579.151781,9204.357,9389.3636,51.72928382915814,-19.98935477679333,-35.48739064109295,9255.85,buy
9242.61,9279.54,9113.0,9255.85,45772.552509,9190.084875,9202.324999999999,85.80636830096012,33579.151781,9202.325,9396.473600000001,54.16951032247061,-18.31104376562325,-32.05212126599901,9197.6,buy
9255.85,9276.49,9160.57,9197.6,39053.579665,9189.997374999995,9199.7305,61.74384354735299,33579.151781,9199.7305,9403.601999999999,48.74584378463513,-21.43417851452614,-29.92853271570444,9133.72,buy
9197.6,9226.15,9047.25,9133.72,43375.571191,9188.116999999998,9198.306,71.70749180525014,33579.151781,9198.306,9402.195,51.8288806537143,-28.73265527204967,-29.68935722697349,9154.32,buy
9133.72,9186.83,9089.81,9154.32,28054.358741,9192.632374999997,9205.422,82.92714510942736,33579.151781,9205.422,9393.7636,53.74596390522391,-32.48009255760735,-30.24750429310026,9170.28,buy
9154.31,9219.3,9121.1,9170.28,22554.541457,9197.602125,9208.1185,70.2790923105872,25489.909187999998,9208.1185,9388.6278,51.42595049715799,-33.77281302284428,-30.95256603904907,9208.99,buy
9170.3,9232.27,9101.35,9208.99,26052.019417,9199.371125000001,9208.939999999999,52.04312888364809,23218.011052,9208.939999999999,9378.853200000001,55.84701742627345,-31.31277563209915,-31.02460795765909,9160.78,buy
9208.99,9221.52,9131.0,9160.78,35458.764082,9200.882625000002,9210.0515,51.73206278508529,23218.011052,9210.0515,9373.1034,40.51622510392751,-32.87436712787348,-31.39455979170197,9390.0,buy
9160.78,9437.73,9152.8,9390.0,60413.582486,9205.871750000002,9217.9515,73.52143867607589,37859.041029,9217.9515,9356.887999999999,55.97649243305126,-15.43784346071152,-28.20321652550388,9518.16,buy
9390.0,9544.0,9261.0,9518.16,48815.004107,9220.780125000003,9239.5325,108.07990074477303,37859.041029,9239.5325,9356.8904,53.87659124390892,8.62277016410917,-20.83801918758127,9603.27,buy
9518.16,9664.0,9440.33,9603.27,51856.2335,9244.761250000003,9266.783,154.66366684195742,37859.041029,9266.783,9355.631000000001,69.71714164185458,34.16481479706999,-9.837452390651022,9537.8,buy
9603.27,9637.0,9463.44,9537.8,43931.136205,9267.489,9286.899999999998,178.6067130009396,37859.041029,9286.9,9350.605800000001,63.1300265274327,48.56436754600327,1.842911596679837,9700.42,buy
9538.1,9732.9,9513.0,9700.42,40679.545416,9295.510750000001,9318.4505,206.42647567596552,37859.041029,9318.4505,9352.190999999999,72.03549188770347,72.26516394421742,15.92736206618735,9931.54,buy
9700.42,10111.0,9650.0,9931.54,65279.269319,9327.366125,9347.817500000001,283.74676647496796,42724.727862,9347.8175,9357.495799999999,75.75593731311493,108.4475524163881,34.43140013622752,11029.96,buy
9931.54,11394.86,9917.21,11029.96,150188.933144,9391.00725,9436.446,617.7330489912291,127634.39168700001,9436.446,9383.155200000001,89.56112547366925,223.1829558926875,72.1817112875195,10906.27,buy
11029.96,11242.23,10565.0,10906.27,97267.734187,9470.36975,9509.9565,739.9589960727554,124136.913727,9509.9565,9405.6404,84.82751053000312,300.6649619679338,117.8783614236024,11100.53,buy
10906.27,11342.82,10812.0,11100.53,76838.094233,9556.524000000001,9603.3615,810.80232374112,114730.169062,9603.3615,9432.2024,87.97611587631664,373.4403802665711,168.9907651921961,11099.61,buy
11100.52,11170.0,10831.0,11099.61,60794.826456,9646.997625,9693.925,802.4759105817445,109509.387728,9693.925000000001,9456.4946,90.2438924531315,426.129036993234,220.4184195524037,11335.46,buy
11099.79,11444.0,10960.0,11335.46,70063.660974,9744.9895,9798.996499999997,805.6939620780338,109509.387728,9798.996500000001,9497.5958,91.0340442183526,481.3673972549423,272.6082150929115,11801.17,buy
11335.46,11861.0,11220.0,11801.17,85087.485126,9859.719,9923.9175,822.3083090477684,109509.387728,9923.9175,9544.316599999998,92.33170392634526,556.31030176477,329.3486324272832,11071.35,buy
11801.17,12123.46,10518.5,11071.35,97553.077604,9965.016999999996,10015.354,825.5250349450342,109509.387728,10015.354,9576.2768,74.51389729846417,550.4672747936693,373.5723609005604,11219.81,buy
11071.36,11473.0,10936.0,11219.81,56931.841475,10062.631624999998,10113.552,694.4078260798908,109509.387728,10113.552,9613.831,76.40574223549116,551.4592362859003,409.1497359776284,11191.97,buy
11219.68,11414.98,11000.0,11191.97,58629.113709,10161.833125000001,10213.270500000002,496.80477198291874,93257.09166900002,10213.2705,9649.15,74.3677399288699,543.7311236511978,436.0660135123422,11744.91,buy
