Ay,Dolar,Euro,Altın,Petrol,Beton,Demir,Fiyat,Son Güncelleme Tarihi,Konut Tipi,Mahalle, Net M2,Oda , Salon Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Eşya Durumu,Banyo Sayısı,Cephe,Kira Getirisi,Kullanım Durumu,Aidat,Yakıt Tipi
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.750.000 TL,2023-11-01,Daire,Güzelhisar,,,,5. Kat,6 Yaşında,Yerden Isıtma,Eşyalı Değil,2,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.750.000 TL,2023-11-01,Daire,Güzelhisar,,,,5. Kat,6 Yaşında,Yerden Isıtma,Eşyalı Değil,2,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.975.000 TL,2023-11-16,Daire,Cumhuriyet,100.0,3.0,1.0,2. Kat,26 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Mülk Sahibi,50 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.975.000 TL,2023-11-16,Daire,Cumhuriyet,,,,2. Kat,26 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.975.000 TL,2023-11-16,Daire,Cumhuriyet,,,,2. Kat,26 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.200.000 TL,2023-11-04,Daire,Cumhuriyet,170.0,3.0,1.0,Kot 1,22 Yaşında,Kombi,Eşyalı Değil,2,Güney,,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-11-19,Daire,Meşrutiyet,120.0,3.0,1.0,Kot 2,25 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",12.000.000 TL,Mülk Sahibi,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-11-19,Daire,Meşrutiyet,,,,Kot 2,25 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.290.000 TL,2023-12-18,Daire,Zafer,60.0,1.0,1.0,4. Kat,8 Yaşında,Kombi,Eşyalı,1,,,,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-12-26,Daire,Zeybek,110.0,3.0,1.0,Ara Kat,15 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu",6.500 TL,Kiracılı,250 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.100.000 TL,2023-12-14,Residence,Ata,200.0,4.0,1.0,2. Kat,7 Yaşında,Kombi,Eşyalı Değil,2,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.100.000 TL,2023-12-14,Residence,Ata,,,,2. Kat,7 Yaşında,Kombi,Eşyalı Değil,2,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.450.000 TL,2023-12-08,Daire,Kemer,85.0,2.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Batı",,Boş,1 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-11-29,Daire,Güzelhisar,95.0,2.0,1.0,1. Kat,30 Yaşında,Isıtma Yok,Eşyalı Değil,1,,,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,19.500.000 TL,2023-12-25,Villa,Mimar Sinan,300.0,5.0,1.0,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,4,"Kuzey, Batı",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,19.500.000 TL,2023-12-25,Villa,Mimar Sinan,,,,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,4,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.290.000 TL,2023-11-11,Daire,Cumhuriyet,125.0,3.0,1.0,1. Kat,16 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Batı",,Kiracılı,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.900.000 TL,2023-12-20,Daire,Girne,275.0,5.0,1.0,3. Kat,9 Yaşında,Kombi,Eşyalı Değil,3,"Kuzey, Batı",,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.900.000 TL,2023-12-20,Daire,Girne,,,,3. Kat,9 Yaşında,Kombi,Eşyalı Değil,3,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,840.000 TL,2023-11-27,Daire,Mesudiye,85.0,2.0,1.0,Zemin,40 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Batı",,Boş,1 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,6.500.000 TL,2023-11-27,Daire,Efeler,160.0,4.0,1.0,3. Kat,5 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Batı",,Mülk Sahibi,200 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-04,Daire,Zafer,120.0,3.0,1.0,1. Kat,35 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",5.000 TL,Belirtilmemiş,30 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-04,Daire,Zafer,,,,1. Kat,35 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-04,Daire,Zafer,,,,1. Kat,35 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-04,Daire,Zafer,,,,1. Kat,35 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-04,Daire,Zafer,,,,1. Kat,35 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.650.000 TL,2023-11-09,Daire,Güzelhisar,120.0,3.0,1.0,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,1,"Kuzey, Güney",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.650.000 TL,2023-11-09,Daire,Güzelhisar,,,,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.850.000 TL,2023-11-01,Daire,Güzelhisar,135.0,3.0,1.0,Ara Kat,35 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Batı",,Kiracılı,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.000.000 TL,2023-10-13,Daire,Ata,125.0,2.0,1.0,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu, Batı",5.000 TL,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.000.000 TL,2023-10-13,Daire,Ata,,,,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.000.000 TL,2023-10-13,Daire,Ata,,,,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.250.000 TL,2023-11-27,Daire,Girne,153.0,3.0,1.0,1. Kat,11 Yaşında,Kombi,Eşyalı Değil,2,Güney,,Mülk Sahibi,200 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.900.000 TL,2023-11-24,Daire,Mimar Sinan,150.0,3.0,1.0,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,2,"Doğu, Batı",,Mülk Sahibi,100 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.850.000 TL,2023-12-24,Daire,Köprülü - Veysipaşa,150.0,3.0,1.0,Giriş Katı,60 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Batı",12.000 TL,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.850.000 TL,2023-12-24,Daire,Köprülü - Veysipaşa,,,,Giriş Katı,60 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-09-29,Daire,Hasanefendi - Ramazan Paşa,90.0,2.0,1.0,3. Kat,25 Yaşında,Merkezi,Eşyalı Değil,1,"Kuzey, Güney",7.000 TL,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.450.000 TL,2023-11-18,Daire,Mesudiye,125.0,3.0,1.0,Yüksek Giriş,25 Yaşında,Kombi,Eşyalı Değil,1,Batı,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.450.000 TL,2023-11-18,Daire,Mesudiye,,,,Yüksek Giriş,25 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.450.000 TL,2023-11-18,Daire,Mesudiye,,,,Yüksek Giriş,25 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.000.000 TL,2023-11-24,Daire,Efeler,149.0,3.0,1.0,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",,Mülk Sahibi,250 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.700.000 TL,2023-11-25,Daire,Meşrutiyet,90.0,3.0,1.0,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",,,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.150.000 TL,2023-10-18,Daire,Meşrutiyet,125.0,3.0,1.0,Ara Kat,23 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-12-20,Daire,Meşrutiyet,90.0,2.0,1.0,3. Kat,12 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.800.000 TL,2023-11-16,Daire,Efeler,160.0,3.0,1.0,1. Kat,5 Yaşında,Merkezi,Eşyalı Değil,2,"Kuzey, Batı",,Mülk Sahibi,250 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.300.000 TL,2023-12-13,Daire,Efeler,145.0,3.0,1.0,3. Kat,8 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu, Batı",5.000 TL,Kiracılı,80 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.999.000 TL,2023-12-12,Daire,Girne,185.0,4.0,1.0,1. Kat,15 Yaşında,Merkezi,Eşyalı Değil,2,"Kuzey, Doğu, Batı",20.000 TL,Boş,250 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.000.000 TL,2023-10-09,Bina,Köprülü - Veysipaşa,150.0,3.0,1.0,1. Kat,35 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Güney",3.500 TL,Boş,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.000.000 TL,2023-10-09,Bina,Köprülü - Veysipaşa,,,,1. Kat,35 Yaşında,Soba,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.950.000 TL,2023-11-21,Daire,Güzelhisar,155.0,5.0,1.0,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Doğu, Batı",20.000 TL,Boş,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.950.000 TL,2023-11-21,Daire,Güzelhisar,,,,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-11-23,Daire,Ata,110.0,2.0,1.0,1. Kat,7 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Mülk Sahibi,120 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.400.000 TL,2023-12-21,Köy Evi,Kardeşköy,155.0,2.0,1.0,1. Kat,Sıfır Bina,Klima,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",6.000 TL,Boş,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.360.000 TL,2023-12-07,Daire,Zafer,50.0,1.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Güney, Doğu, Batı",,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.360.000 TL,2023-12-07,Daire,Zafer,,,,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,15.000 TL,2023-11-26,Daire,Ata,130.0,3.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.850.000 TL,2023-11-13,Daire,Adnan Menderes,125.0,3.0,1.0,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.850.000 TL,2023-11-13,Daire,Adnan Menderes,,,,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.250.000 TL,2023-12-23,Daire,Meşrutiyet,90.0,2.0,1.0,4. Kat,1 Yaşında,Kombi,Eşyalı Değil,1,Batı,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.250.000 TL,2023-12-23,Daire,Meşrutiyet,,,,4. Kat,1 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.675.000 TL,2023-12-13,Daire,Meşrutiyet,125.0,3.0,1.0,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",10.000 TL,Mülk Sahibi,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.675.000 TL,2023-12-13,Daire,Meşrutiyet,,,,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.675.000 TL,2023-12-13,Daire,Meşrutiyet,,,,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.280.000 TL,2023-11-24,Daire,Ata,90.0,2.0,1.0,1. Kat,1 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Batı",15.000 TL,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.600.000 TL,2023-12-26,Daire,Adnan Menderes,45.0,1.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,7.900.000 TL,2023-11-10,Villa,Yılmazköy,180.0,5.0,1.0,Ara Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,3,"Kuzey, Güney, Doğu, Batı",,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.550.000 TL,2023-10-09,Daire,Yedi Eylül,125.0,3.0,1.0,En Üst Kat,30 Yaşında,Kombi,Eşyalı Değil,1,Güney,5.500 TL,Kiracılı,50 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-10-24,Daire,Orta,85.0,2.0,1.0,1. Kat,5 Yaşında,Kombi,Eşyalı Değil,1,Batı,,Boş,100 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.350.000 TL,2023-11-28,Bina,Cumhuriyet,94.0,2.0,1.0,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Mülk Sahibi,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.659.000 TL,2023-10-26,Daire,Cumhuriyet,43.0,1.0,1.0,1. Kat,3 Yaşında,Kombi,Eşyalı,1,"Güney, Doğu, Batı",4.000 TL,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.659.000 TL,2023-10-26,Daire,Cumhuriyet,,,,1. Kat,3 Yaşında,Kombi,Eşyalı,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.000.000 TL,2023-11-22,Köy Evi,Gölcük,150.0,2.0,1.0,1. Kat,Sıfır Bina,Isıtma Yok,Eşyalı Değil,1,"Kuzey, Güney, Doğu",,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,850.000 TL,2023-12-21,Daire,Zafer,30.0,1.0,1.0,En Üst Kat,5 Yaşında,Kombi,Eşyalı,1,Güney,6.000 TL,Kiracılı,450 TL,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,850.000 TL,2023-12-21,Daire,Zafer,,,,En Üst Kat,5 Yaşında,Kombi,Eşyalı,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-10-03,Daire,Efeler,150.0,3.0,1.0,1. Kat,19 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Batı",5.000 TL,Belirtilmemiş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-10-03,Daire,Efeler,,,,1. Kat,19 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-10-03,Daire,Efeler,,,,1. Kat,19 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.350.000 TL,2023-12-13,Daire,Köprülü - Veysipaşa,100.0,2.0,1.0,Yüksek Giriş,35 Yaşında,Isıtma Yok,Eşyalı Değil,1,"Doğu, Batı",,Boş,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.400.000 TL,2023-12-07,Daire,Zafer,50.0,1.0,1.0,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Güney, Doğu, Batı",,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.550.000 TL,2023-12-20,Daire,Kurtuluş,125.0,3.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,Doğu,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-12-06,Daire,Orta,60.0,2.0,1.0,En Üst Kat,1 Yaşında,Merkezi,Eşyalı Değil,1,,10.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.300.000 TL,2023-12-13,Daire,Hasanefendi - Ramazan Paşa,110.0,2.0,1.0,4. Kat,30 Yaşında,Isıtma Yok,Eşyalı Değil,1,"Kuzey, Güney",,Boş,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.420.000 TL,2023-11-24,Daire,Cuma,70.0,2.0,1.0,En Üst Kat,4 Yaşında,Kombi,Eşyalı Değil,1,,6.000 TL,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.420.000 TL,2023-11-24,Daire,Cuma,,,,En Üst Kat,4 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.420.000 TL,2023-11-24,Daire,Cuma,,,,En Üst Kat,4 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.420.000 TL,2023-11-24,Daire,Cuma,,,,En Üst Kat,4 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.650.000 TL,2023-12-08,Daire,Cuma,120.0,2.0,1.0,4. Kat,3 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Doğu",,Kiracılı,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-12-19,Daire,Köprülü - Veysipaşa,100.0,2.0,1.0,2. Kat,31 Yaşında,Soba,Eşyalı Değil,1,Güney,,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-23,Daire,Hasanefendi - Ramazan Paşa,45.0,1.0,1.0,4. Kat,2 Yaşında,Klima,Eşyalı,1,Batı,,Boş,120 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-23,Daire,Hasanefendi - Ramazan Paşa,,,,4. Kat,2 Yaşında,Klima,Eşyalı,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-23,Daire,Hasanefendi - Ramazan Paşa,,,,4. Kat,2 Yaşında,Klima,Eşyalı,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,6.150.000 TL,2023-10-28,Daire,Mimar Sinan,240.0,5.0,2.0,En Üst Kat,8 Yaşında,Kombi,Eşyalı Değil,4,"Kuzey, Güney, Batı",,Mülk Sahibi,300 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,6.150.000 TL,2023-10-28,Daire,Mimar Sinan,,,,En Üst Kat,8 Yaşında,Kombi,Eşyalı Değil,4,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.300.000 TL,2023-12-21,Daire,Yedi Eylül,120.0,3.0,1.0,6. Kat,9 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu",15.000 TL,Kiracılı,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-11-06,Müstakil Ev,Kuloğullar,95.0,2.0,1.0,6. Kat,15 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",2.000 TL,Belirtilmemiş,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-11-06,Müstakil Ev,Kuloğullar,,,,6. Kat,15 Yaşında,Soba,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-11-06,Müstakil Ev,Kuloğullar,,,,6. Kat,15 Yaşında,Soba,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.850.000 TL,2023-11-27,Daire,Efeler,240.0,5.0,1.0,3. Kat,5 Yaşında,Kombi,Eşyalı Değil,4,"Kuzey, Güney, Doğu, Batı",,Boş,100 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-08,Daire,Cumhuriyet,100.0,2.0,1.0,Yüksek Giriş,45 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Batı",,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-11-24,Daire,Ata,85.0,2.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.690.000 TL,2023-11-06,Daire,Güzelhisar,145.0,3.0,1.0,4. Kat,30 Yaşında,Belirtilmemiş,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-10-08,Daire,Orta,110.0,3.0,1.0,Yüksek Giriş,25 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",2.500 TL,Kiracılı,50 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-10-08,Daire,Orta,,,,Yüksek Giriş,25 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.550.000 TL,2023-12-20,Daire,Kurtuluş,125.0,3.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Doğu, Batı",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.000.000 TL,2023-12-12,Daire,Fatih,140.0,3.0,1.0,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Doğu, Batı",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-11-22,Daire,Kurtuluş,120.0,2.0,1.0,1. Kat,25 Yaşında,Klima,Eşyalı Değil,1,Kuzey,,Kiracılı,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.300.000 TL,2023-11-22,Daire,Meşrutiyet,115.0,3.0,1.0,Zemin,40 Yaşında,Kombi,Eşyalı Değil,1,,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.300.000 TL,2023-11-22,Daire,Meşrutiyet,,,,Zemin,40 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.550.000 TL,2023-11-16,Daire,Kemer,90.0,2.0,1.0,Ara Kat,5 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",5.000 TL,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.550.000 TL,2023-11-16,Daire,Kemer,,,,Ara Kat,5 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.550.000 TL,2023-11-16,Daire,Kemer,,,,Ara Kat,5 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.600.000 TL,2023-11-23,Daire,Işıklı,130.0,2.0,1.0,3. Kat,17 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Doğu, Batı",10.000 TL,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.650.000 TL,2023-10-24,Daire,Mesudiye,75.0,2.0,1.0,3. Kat,5 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Boş,200 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.000.000 TL,2023-11-23,Daire,Zafer,28.0,1.0,1.0,Ara Kat,9 Yaşında,Klima,Eşyalı,1,Güney,2.700 TL,Kiracılı,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.000.000 TL,2023-11-23,Daire,Zafer,,,,Ara Kat,9 Yaşında,Klima,Eşyalı,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-11-16,Daire,Efeler,115.0,3.0,1.0,2. Kat,16 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Batı",,Kiracılı,250 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-11-16,Daire,Efeler,,,,2. Kat,16 Yaşında,Kombi,Eşyalı Değil,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.750.000 TL,2023-12-23,Daire,Ata,125.0,3.0,1.0,3. Kat,3 Yaşında,Yerden Isıtma,Eşyalı Değil,2,"Güney, Batı",,Boş,,
