Ay,Dolar,Euro,Altın,Petrol,Beton,Demir,Fiyat,Son Güncelleme Tarihi,Konut Tipi,Mahalle, Net M2,Oda , Salon Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Eşya Durumu,Banyo Sayısı,Cephe,Kira Getirisi,Kullanım Durumu,Aidat,Yakıt Tipi
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.950.000 TL,2023-12-12,Daire,Cumhuriyet,85.0,2.0,1.0,3. Kat,5 Yaşında,Kombi,Eşyalı Değil,1,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-10-10,Daire,Cumhuriyet,140.0,3.0,1.0,Ara Kat,25 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Batı",,,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.875.000 TL,2023-12-26,Daire,Mimar Sinan,125.0,3.0,1.0,En Üst Kat,9 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Batı",8.000 TL,Mülk Sahibi,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.850.000 TL,2023-12-26,Daire,Meşrutiyet,120.0,3.0,1.0,3. Kat,35 Yaşında,Isıtma Yok,Eşyalı Değil,1,,,Boş,30 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.000.000 TL,2023-12-26,Daire,Cumhuriyet,90.0,2.0,1.0,2. Kat,22 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Doğu",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.600.000 TL,2023-12-26,Daire,Zeybek,84.0,2.0,1.0,5. Kat,15 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu",,Kiracılı,250 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-26,Daire,Meşrutiyet,95.0,2.0,1.0,Yüksek Giriş,25 Yaşında,Klima,Eşyalı,1,"Doğu, Batı",,Boş,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.700.000 TL,2023-12-26,Daire,Meşrutiyet,50.0,1.0,1.0,3. Kat,7 Yaşında,Kombi,Eşyalı,1,"Doğu, Batı",5.000 TL,Kiracılı,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.250.000 TL,2023-12-26,Daire,Meşrutiyet,130.0,3.0,1.0,Ara Kat,30 Yaşında,Klima,Eşyalı Değil,2,Güney,,,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-12-26,Daire,Cumhuriyet,120.0,3.0,1.0,1. Kat,30 Yaşında,Soba,Eşyalı Değil,1,,,Kiracılı,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.150.000 TL,2023-12-12,Daire,Zafer,175.0,4.0,1.0,4. Kat,23 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",15.000 TL,Boş,80 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.100.000 TL,2023-12-26,Daire,Meşrutiyet,85.0,2.0,1.0,Yüksek Giriş,25 Yaşında,Soba,Eşyalı Değil,1,"Doğu, Batı",,Boş,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,17.500.000 TL,2023-12-24,Villa,Mimar Sinan,350.0,7.0,1.0,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,7,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.300.000 TL,2023-12-22,Daire,Efeler,200.0,4.0,1.0,2. Kat,8 Yaşında,Kombi,Eşyalı Değil,2,"Güney, Batı",,Boş,400 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.950.000 TL,2023-12-22,Daire,Fatih,120.0,3.0,1.0,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",17.000 TL,Boş,1 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.500.000 TL,2023-12-21,Daire,Mimar Sinan,175.0,3.0,1.0,Ara Kat,10 Yaşında,Merkezi,Eşyalı Değil,2,"Kuzey, Güney, Batı",9.000 TL,Kiracılı,700 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,550.000 TL,2023-12-20,Müstakil Ev,Efeler,100.0,2.0,1.0,Ara Kat,30 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",,Boş,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.350.000 TL,2023-12-16,Daire,Adnan Menderes,65.0,2.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı,1,"Kuzey, Güney, Doğu, Batı",13.000 TL,Boş,10 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-12-21,Daire,Güzelhisar,150.0,4.0,1.0,En Üst Kat,28 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",10.000 TL,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.250.000 TL,2023-12-12,Daire,Orta,48.0,1.0,1.0,4. Kat,5 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",8.500 TL,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.180.000 TL,2023-12-23,Daire,Kurtuluş,35.0,1.0,1.0,3. Kat,8 Yaşında,Kombi,Eşyalı,1,Kuzey,4.500 TL,Kiracılı,70 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.380.000 TL,2023-12-19,Daire,Zafer,37.0,1.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,Kuzey,3.500 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.800.000 TL,2023-12-04,Daire,Efeler,180.0,3.0,1.0,6. Kat,20 Yaşında,Merkezi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",,Mülk Sahibi,630 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.280.000 TL,2023-12-12,Daire,Zafer,78.0,2.0,1.0,Kot 1,6 Yaşında,Belirtilmemiş,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",7.000 TL,Boş,100 TL,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.950.000 TL,2023-12-16,Daire,Girne,180.0,4.0,1.0,3. Kat,7 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",17.000 TL,Mülk Sahibi,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.980.000 TL,2023-12-12,Daire,Mesudiye,65.0,2.0,1.0,2. Kat,3 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",10.000 TL,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.300.000 TL,2023-12-22,Daire,Zeybek,155.0,3.0,1.0,1. Kat,5 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",,Kiracılı,500 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.800.000 TL,2023-12-04,Daire,Ata,120.0,3.0,1.0,1. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",17.000 TL,Boş,1 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-12-05,Müstakil Ev,Armutlu,1000.0,3.0,1.0,1. Kat,30 Yaşında,Isıtma Yok,Eşyalı Değil,1,"Kuzey, Batı",,,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.090.000 TL,2023-12-15,Daire,Zafer,45.0,1.0,1.0,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,Doğu,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.850.000 TL,2023-12-21,Daire,Mimar Sinan,150.0,4.0,1.0,3. Kat,3 Yaşında,Merkezi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",,Boş,70 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-12-22,Daire,Köprülü - Veysipaşa,100.0,2.0,1.0,5. Kat,25 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",8.000 TL,Mülk Sahibi,75 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.000.000 TL,2023-12-22,Daire,Efeler,120.0,3.0,1.0,2. Kat,30 Yaşında,Kombi,Eşyalı Değil,1,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.200.000 TL,2023-12-16,Daire,Ata,145.0,3.0,1.0,1. Kat,4 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",15.000 TL,Mülk Sahibi,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.000.000 TL,2023-12-24,Daire,Güzelhisar,45.0,3.0,1.0,3. Kat,30 Yaşında,Kombi,Eşyalı Değil,1,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.000.000 TL,2023-12-24,Daire,Fatih,140.0,3.0,1.0,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,1,,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.275.000 TL,2023-12-08,Daire,Cumhuriyet,135.0,3.0,1.0,3. Kat,21 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Boş,100 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.800.000 TL,2023-12-25,Daire,Mimar Sinan,150.0,3.0,1.0,4. Kat,22 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu",,Mülk Sahibi,460 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-26,Daire,Adnan Menderes,320.0,4.0,2.0,En Üst Kat,16 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney",,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.750.000 TL,2023-12-25,Daire,Kurtuluş,170.0,3.0,1.0,7. Kat,30 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu",20.000 TL,Mülk Sahibi,300 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-07,Daire,Fatih,140.0,3.0,1.0,3. Kat,10 Yaşında,Kombi,Eşyalı Değil,2,,15.000 TL,Boş,300 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.750.000 TL,2023-12-25,Daire,Ata,110.0,2.0,1.0,7. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Kuzey, Doğu, Batı",,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.400.000 TL,2023-12-20,Daire,Hasanefendi - Ramazan Paşa,155.0,2.0,1.0,Ara Kat,20 Yaşında,Kombi,Eşyalı Değil,1,Kuzey,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.950.000 TL,2023-12-25,Daire,Cumhuriyet,120.0,2.0,1.0,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",12.500 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,9.200.000 TL,2023-12-15,Residence,Zeybek,185.0,4.0,1.0,4. Kat,3 Yaşında,Merkezi,Eşyalı Değil,2,"Kuzey, Güney",,Kiracılı,1.500 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.150.000 TL,2023-12-14,Daire,Adnan Menderes,130.0,3.0,1.0,Ara Kat,9 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Batı",15.000 TL,Boş,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-12-25,Müstakil Ev,Hasanefendi - Ramazan Paşa,90.0,3.0,1.0,Ara Kat,50 Yaşında,Isıtma Yok,Eşyalı Değil,1,"Doğu, Batı",4.000 TL,Kiracılı,1 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.200.000 TL,2023-12-16,Daire,Ata,135.0,3.0,1.0,Kot 2,Sıfır Bina,Merkezi,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",,Boş,600 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.750.000 TL,2023-12-25,Daire,Kurtuluş,140.0,3.0,1.0,4. Kat,18 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Batı",15.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.750.000 TL,2023-12-21,Daire,Yedi Eylül,100.0,3.0,1.0,Ara Kat,25 Yaşında,Merkezi,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",1 TL,Kiracılı,11 TL,Akaryakıt
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.499.000 TL,2023-12-26,Daire,Hasanefendi - Ramazan Paşa,95.0,2.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Doğu, Batı",9.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.150.000 TL,2023-12-26,Daire,Orta,50.0,1.0,1.0,4. Kat,6 Yaşında,Klima,Eşyalı,1,Güney,,Kiracılı,50 TL,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-12-25,Daire,Kurtuluş,82.0,2.0,1.0,Ara Kat,8 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",9.000 TL,Kiracılı,80 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,6.850.000 TL,2023-12-24,Residence,Mimar Sinan,180.0,4.0,1.0,8. Kat,6 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney",,Kiracılı,600 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,8.000.000 TL,2023-12-16,Daire,Adnan Menderes,256.0,4.0,1.0,1. Kat,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,2,"Kuzey, Güney, Batı",25.000 TL,Kiracılı,1.150 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.900.000 TL,2023-12-13,Daire,İstiklal,250.0,5.0,1.0,3. Kat,3 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.350.000 TL,2023-12-04,Daire,Mesudiye,53.0,1.0,1.0,2. Kat,7 Yaşında,Merkezi,Eşyalı Değil,1,Güney,7.000 TL,Boş,60 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-14,Daire,Adnan Menderes,130.0,3.0,1.0,7. Kat,9 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",6.000 TL,Kiracılı,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.100.000 TL,2023-11-02,Daire,Adnan Menderes,115.0,3.0,1.0,En Üst Kat,10 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Doğu",6.000 TL,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.250.000 TL,2023-12-24,Daire,İstiklal,230.0,5.0,1.0,3. Kat,3 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,9.750.000 TL,2023-12-04,Müstakil Ev,Karaköy,200.0,4.0,1.0,3. Kat,7 Yaşında,Klima,Eşyalı Değil,2,Batı,10.000 TL,,10 TL,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.750.000 TL,2023-12-19,Daire,Efeler,100.0,2.0,1.0,5. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.650 TL,2023-12-12,Daire,Hasanefendi - Ramazan Paşa,50.0,1.0,1.0,3. Kat,7 Yaşında,Klima,Eşyalı,1,Kuzey,5.500 TL,Kiracılı,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-04,Daire,Ata,130.0,3.0,1.0,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,Batı,10.000 TL,Boş,10 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.200.000 TL,2023-12-25,Daire,Girne,140.0,3.0,1.0,1. Kat,5 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",,Mülk Sahibi,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.350.000 TL,2023-12-26,Daire,Mimar Sinan,120.0,3.0,1.0,3. Kat,22 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu, Batı",10.000 TL,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.285.000 TL,2023-12-26,Daire,Ata,130.0,3.0,1.0,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,2,"Kuzey, Batı",,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.700.000 TL,2023-12-21,Daire,Cumhuriyet,45.0,1.0,1.0,Ara Kat,9 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Batı",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.250.000 TL,2023-12-24,Daire,Kurtuluş,150.0,3.0,1.0,1. Kat,20 Yaşında,Kombi,Eşyalı Değil,1,,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.700.000 TL,2023-12-12,Daire,Umurlu,125.0,3.0,1.0,7. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,Güney,3.500 TL,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.800.000 TL,2023-12-12,Daire,İstiklal,235.0,2.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",17.000 TL,Boş,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.350.000 TL,2023-12-11,Daire,Orta,110.0,2.0,1.0,3. Kat,2 Yaşında,Kombi,Eşyalı Değil,2,Güney,7.500 TL,Kiracılı,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.385.000 TL,2023-12-26,Daire,Efeler,210.0,5.0,1.0,4. Kat,11 Yaşında,Kombi,Eşyalı Değil,2,,,Kiracılı,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.850.000 TL,2023-12-25,Daire,Adnan Menderes,126.0,3.0,1.0,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",5.000 TL,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-24,Daire,Adnan Menderes,145.0,3.0,1.0,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.500.000 TL,2023-12-12,Daire,Adnan Menderes,165.0,4.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",20.000 TL,Boş,300 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-12-18,Daire,Osman Yozgatlı,120.0,3.0,1.0,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.750.000 TL,2023-12-25,Daire,Adnan Menderes,138.0,3.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.200.000 TL,2023-11-26,Daire,Ata,135.0,3.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,Batı,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.350.000 TL,2023-12-26,Daire,Mimar Sinan,135.0,3.0,1.0,7. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.250.000 TL,2023-12-16,Daire,Efeler,200.0,5.0,1.0,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,3,"Kuzey, Güney, Batı",,,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.250.000 TL,2023-12-25,Daire,Hasanefendi - Ramazan Paşa,120.0,3.0,1.0,4. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.500.000 TL,2023-12-25,Daire,Hasanefendi - Ramazan Paşa,140.0,4.0,1.0,4. Kat,28 Yaşında,Isıtma Yok,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",,Kiracılı,50 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.529.000 TL,2023-12-26,Daire,Köprülü - Veysipaşa,85.0,2.0,1.0,Ara Kat,50 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",5.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-12-25,Daire,Cuma,75.0,2.0,1.0,5. Kat,3 Yaşında,Kombi,Eşyalı,1,Kuzey,15.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.650.000 TL,2023-12-24,Daire,Kurtuluş,120.0,3.0,1.0,4. Kat,30 Yaşında,Klima,Eşyalı Değil,1,,,Boş,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.250.000 TL,2023-12-26,Köy Evi,Dalama,85.0,2.0,1.0,4. Kat,20 Yaşında,Soba,Eşyalı,1,,,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.500.000 TL,2023-12-22,Daire,Meşrutiyet,220.0,5.0,2.0,5. Kat,9 Yaşında,Kombi,Eşyalı Değil,2,,,,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-12-23,Daire,Güzelhisar,80.0,2.0,1.0,Ara Kat,40 Yaşında,Klima,Eşyalı,1,Batı,,Kiracılı,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.475.000 TL,2023-12-20,Daire,Mesudiye,50.0,1.0,1.0,5. Kat,8 Yaşında,Kombi,Eşyalı,1,"Kuzey, Güney",8.000 TL,Kiracılı,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,8.000.000 TL,2023-12-21,Müstakil Ev,Köprülü - Veysipaşa,360.0,9.0,2.0,5. Kat,35 Yaşında,Klima,Eşyalı,2,,,,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.100.000 TL,2023-12-21,Daire,Zafer,190.0,4.0,1.0,3. Kat,15 Yaşında,Kombi,Eşyalı,1,"Doğu, Batı",8.000 TL,Mülk Sahibi,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,6.250.000 TL,2023-12-22,Müstakil Ev,Kemer,186.0,4.0,1.0,3. Kat,20 Yaşında,Kombi,Eşyalı Değil,2,,,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.200.000 TL,2023-12-26,Daire,Adnan Menderes,135.0,3.0,1.0,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",14.000 TL,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.275.000 TL,2023-12-04,Daire,Zafer,85.0,2.0,1.0,Zemin,5 Yaşında,Kombi,Eşyalı,1,"Güney, Doğu, Batı",7.500 TL,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.300.000 TL,2023-12-25,Daire,Kurtuluş,135.0,3.0,1.0,3. Kat,24 Yaşında,Isıtma Yok,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",,Kiracılı,50 TL,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.160.000 TL,2023-11-28,Daire,Mimar Sinan,100.0,3.0,1.0,4. Kat,26 Yaşında,Klima,Eşyalı Değil,1,"Güney, Doğu",13.000 TL,Boş,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.400.000 TL,2023-11-04,Daire,Güzelhisar,135.0,3.0,1.0,Ara Kat,30 Yaşında,Klima,Eşyalı Değil,1,"Güney, Doğu",,Kiracılı,100 TL,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.400.000 TL,2023-12-13,Daire,Dalama,220.0,4.0,2.0,Teras Katı,5 Yaşında,Klima,Eşyalı Değil,2,,,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-12-25,Daire,Cuma,60.0,2.0,1.0,3. Kat,3 Yaşında,Merkezi,Eşyalı Değil,1,Doğu,12.000 TL,Kiracılı,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,7.000.000 TL,2023-11-03,Villa,Yılmazköy,65.0,3.0,1.0,3. Kat,Sıfır Bina,Doğalgaz Sobası,Eşyalı Değil,2,"Kuzey, Güney, Batı",20.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.750.000 TL,2023-12-13,Daire,Mimar Sinan,150.0,3.0,1.0,1. Kat,16 Yaşında,Kombi,Eşyalı Değil,1,,,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.050.000 TL,2023-12-26,Daire,Cumhuriyet,85.0,2.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.150.000 TL,2023-12-25,Daire,Ata,200.0,4.0,1.0,3. Kat,5 Yaşında,Kombi,Eşyalı Değil,2,,,,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.630.000 TL,2023-12-21,Daire,Kurtuluş,120.0,2.0,1.0,2. Kat,25 Yaşında,Klima,Eşyalı Değil,1,"Kuzey, Güney",6.000 TL,Boş,50 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,18.000.000 TL,2023-12-21,Villa,Zafer,555.0,5.0,2.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,6,"Kuzey, Güney, Doğu, Batı",,Boş,,Doğalgaz
